Unnamed: 0_level_0,LPS945_160124,LPS946_160124,LPS947_160124,LPS948_160124,LPS949_160124,LPS950_160124,LPS951_160124,LPS952_160124,LPS953_160124,LPS955_160124,LPS956_160124,LPS957_160124,LPS958_160124,LPS959_160124,LPS960_160124,LPS961_160124,LPS962_160124,LPS963_160124,LPS934_150124,LPS935_150124,LPS936_150124,LPS939_150124,LPS940_150124,LPS941_150124,LPS942_150124,pls_74_12012022,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,DSS73_REP_190124,DSS76_REP_190124,DSS77_REP_190124,DSST0.7_180124,DSS107_190124,DSS901_190124,DSS902_190124,DSST1.5_190124,DSST1.6_190124,DSST1.7_190124,DSST1.8_190124,pls_116_12012022,pls_118_a_12012022,pls_119_13012022,pls_89_14012022,pls_120_13012022,pls_88_13012022,DSS85_230124,DSS87_230124,DSS90_230124,DSS117_REP_310124,DSS122_230124,DSS906_230124,DSS907_230124,DSST3.6_230124,DSST3.7_230124,DSST3.8_230124,pls_129_12012022,pls_127_a_12012022,pls_70_a_12012022,pls_97_13012022,pls_123_13012022,pls_96a_14012022,pls_128_rep_14012022,pls_126_14012022,pls_124_14012022,pls_125_13012022,DSS91_REP_310124,DSS94_250124,DSS95_250124,DSS125_250124,DSS126_250124,DSS127_250124,DSS129_250124,DSS912_REP_250124,DSST5.5_REP_250124,DSST5.6_REP_250124,DSST5.8_250124,VECPAC_3307_290124,VECPAC_3319_290124,VECPAC_3329_290124,VECPAC_3336_290124,VECPAC_3337_290124,VECPAC_3354_290124,VECPAC_3371_290124,VECPAC3302_260124,VECPAC3353_260124,VECPAC3369_260124,VECPAC3673_250124,VECPAC3674_250124,VECPAC3675_250124,VECPAC3677_250124,VECPAC3678_250124,VECPAC3679_250124,VECPAC3680_250124,VECPAC3688_260124,VECPAC3697_260124,VECPAC_3352_290124,VECPAC_3355_290124,VECPAC_3664_290124,VECPAC_3665_290124,VECPAC_3689_290124,VECPAC3296_300124,VECPAC3303_300124,VECPAC3304_300124,VECPAC3306_300124,VECPAC3318_300124,VECPAC3328_300124,VECPAC3330_300124,VECPAC3334_300124,VECPAC3356_300124,VECPAC3370_300124
"1-Decanol, 2-methyl-",-0.34985342,-0.34981076,-0.34984166,-0.3498494,-0.34985872,-0.34988835,-0.34984826,-0.34987768,-0.34985009,-0.34982766,-0.34985912,-0.34984412,-0.34985662,-0.34983264,-0.34910174,-0.34987777,-0.34987485,-0.34982314,-0.34975995,-0.34980983,-0.3498117,-0.34983278,-0.34980425,-0.34981702,-0.34979563,-0.18132862,-0.21280988,-0.16062098,-0.25869678,-0.12108715,,,-0.26747824,,-0.34996068,-0.34996004,-0.34993262,-0.34964575,-0.34993703,-0.34964038,1.65331469,-0.19431552,-0.21629996,-0.34976986,3.15608992,-0.22950129,-0.2430961,-0.22568588,,-0.25555268,-0.18606428,1.04756726,,-0.13291203,-0.34993282,-0.34983732,-0.34980873,3.6652466,3.01847788,-0.34955454,3.94044204,-0.35002204,,-0.25743556,-0.29120569,-0.23215188,,-0.25915447,-0.30650101,,,0.65089318,1.05271438,1.15225275,0.61960227,1.45005482,0.38836926,-0.03526934,-0.3497173,3.99523678,4.65062452,2.70395592,-0.34981636,-0.34977902,-0.34979529,-0.34972386,-0.34982901,-0.34981932,-0.33011398,-0.34981484,-0.34979561,-0.3498134,-0.34982545,-0.34983643,-0.34986776,-0.34988222,-0.3498551,-0.34982564,-0.34986919,-0.34980475,-0.34986203,-0.34983977,-0.34989484,-0.34989584,-0.34984689,-0.32242546,-0.34989192,-0.28526532,-0.34982657,-0.32586573,-0.29898025,-0.34984592,-0.32486818,-0.34985997,-0.31259918,-0.34992918
"1-Decene, 8-methyl-",,,,,,,,,,,,,,,-0.39662782,,,,,,,,,,,0.63536952,-0.39666503,-0.05996181,-0.33896772,-0.23253605,0.7226082,-0.39665613,-0.32991088,-0.29036007,,,,,,,-0.39653288,-0.3965332,-0.39656508,,-0.39657429,-0.20998926,-0.39666923,-0.3966644,-0.12185352,-0.06814414,-0.1759397,-0.39626501,,-0.39665381,,,,-0.39656196,-0.39394049,,-0.39657153,-0.35384266,-0.39667242,-0.39667372,-0.23798508,-0.2182716,-0.15538864,-0.36794472,-0.21519203,-0.28857194,-0.22030991,-0.39665987,-0.39665063,-0.39616324,-0.39665593,-0.39634448,-0.39666112,-0.3965202,,-0.39656075,-0.39553784,-0.39570259,,,,,,,-0.35507899,,,,,,,,,,,,,,,,,2.7496398,,3.02584067,,-0.39662267,-0.39661876,,-0.39013418,,-0.38018625,
1-Deoxypentitol,1.312299984,,,2.835223681,-0.718583283,-0.718817258,-0.718500631,2.110527335,,,-0.200459041,,,,,,0.5560304,,,,2.167689587,,,,,-0.719354503,,-0.719490459,-0.719693588,-0.719027435,-0.719185068,,-0.680571055,-0.719513775,,,0.066896124,,-0.299236107,,,,,,,-0.719607148,,,-0.719489372,-0.719681479,4.128727094,-0.718906277,,,,-0.718414232,,,-0.716522254,,,-0.111218853,,,-0.719893474,-0.719632662,-0.71985006,-0.67107103,1.371667447,-0.719596567,-0.719911817,,,-0.719087626,,-0.711887816,,-0.719483558,-0.717466347,,-0.717787468,-0.718049335,,1.211053312,,,0.907923983,-0.718272078,0.363340064,0.896846622,1.227951954,,,,,-0.718768847,-0.082770112,,,,,1.220754231,0.303116566,0.803650628,-0.718489801,0.667999367,0.971895836,0.150122014,-0.033931833,,,0.848717817,0.065298984,-0.718593169,0.291170093,
1-Hexadecanol,1.32968483,-0.31488414,,3.34846695,,,,0.35295679,-0.31633691,-0.31550821,-0.31667038,-0.31611626,,-0.31569225,,-0.31735892,-0.31725134,,-0.31300772,4.03192603,0.99907779,4.79474212,-0.31464377,-0.31511525,-0.31432531,-0.22942235,,,,,,,-0.28019814,,-0.3204211,-0.3203975,-0.31938497,-0.3087898,-0.31954754,,-0.306411,-0.30644685,,-0.31337356,-0.31104156,-0.24042962,,,,,-0.14118689,,,,,,,,,1.76730297,,-0.32268745,,-0.23184241,,,,-0.27896413,-0.29042622,,,,-0.31957723,,,-0.31635655,,,,1.62141828,,,-0.31509109,-0.31371181,-0.31431267,-0.31167483,-0.31555829,,-0.31611153,-0.31503484,-0.31432474,,-0.31542682,-0.31583238,,,-0.31652166,-0.31543366,-0.31704203,0.34174195,-0.31677765,-0.31595574,-0.31798943,-0.3180264,,-0.31764757,-0.31788175,-0.31706251,-0.31546827,-0.31645155,,-0.31618258,-0.31776218,,-0.31429845,-0.31925784
1-Hexanol,0.2741975,,,0.76349412,0.64892418,,,-0.39266363,,,,,,,,,,,,0.98889572,-0.04699377,0.90758996,,,,-1.06818675,1.21738923,-1.07016407,-0.08323024,-0.29888938,-1.06572249,0.11104189,-1.07353084,-1.07050318,,,,,,,,,,,,0.88864186,-1.07252628,-0.28383016,0.13858602,-1.07294225,-1.069087,,,,,,0.97980139,,,-0.5418646,,-1.07573001,-1.07363603,-0.68537217,-1.07602548,-1.07223227,-1.07539407,-1.07395302,-1.07603442,-0.49346965,-1.07629226,,,,,,,,,2.00454851,,,,,,,,,,,,,,,,,,,,1.74425981,,,,,,,,,,,,,,1.61743787,,
1-Hydroxy-3-methoxy-6-methylanthraquinone,-0.38084938,-0.48197815,-0.35786576,-0.31364504,-0.36359122,-0.37937581,-0.37277049,-0.48198766,,-0.39589591,-0.34222345,2.93718968,1.90243509,1.55858745,0.32303722,1.10573509,,2.41565156,-0.38258594,-0.48197802,-0.48197828,-0.37082734,-0.3074202,-0.32597668,-0.34615851,-0.48199884,-0.4820024,,-0.48200494,-0.48199296,,-0.48199857,,,-0.48199945,-0.48199936,,,-0.48199609,-0.48195394,-0.47871525,-0.48167391,-0.47968785,-0.48034125,-0.48196337,-0.48200338,,-0.48200213,-0.48200127,,,-0.48199078,-0.48199519,-0.48199757,-0.48199549,,-0.48197786,-0.48195807,-0.48194789,-0.48194175,-0.48038983,0.26987968,,-0.37777356,,,,,,0.16961913,,-0.48155299,-0.4819962,-0.48199404,-0.48199848,-0.48198381,-0.48200072,-0.48200116,-0.48196487,-0.48195754,-0.48107304,-0.48139912,-0.27503427,-0.48197364,,-0.48196581,-0.48198074,0.45043633,,2.82806568,,-0.17050818,0.83439097,1.84097567,1.90795824,2.9444007,2.34114042,2.89502738,1.13814627,3.13775433,4.67629942,0.18381309,-0.09386476,-0.04599739,,-0.29068444,-0.32599082,-0.48198653,-0.36938702,-0.30303123,-0.4819825,-0.36722754,,-0.48198514,,0.09947695
"1-Methyl-N,N-bis(trimethylsilyl)-4-[(trimethylsilyl)oxy]-1H-imidazol-2-amine",-0.522580881,,-0.290893246,-0.151439739,-0.514612421,-0.470308547,-0.580464687,,0.074687526,0.001281189,-0.455954985,-0.395857366,0.022408916,-0.12238102,-0.538155278,-0.389604647,-0.447178818,-0.523200053,-0.247133136,,,-0.407347166,-0.3546765,-0.446818993,-0.425162345,-0.724036222,,,,,,,,,,,1.731327368,0.39953117,,,1.396676525,1.66761602,0.819468759,1.060456644,,-0.688643869,,,,,,,,,,,,,,,0.27497891,-0.926317755,-0.824407207,-0.555787035,,-0.562237383,-0.766288308,,-0.901480757,-0.407634605,-0.81388046,1.209196198,,,,,,,,,-0.067089705,-0.546490424,-0.49735475,,-0.496213148,,,-0.493244475,-0.707578707,-0.228835884,-0.328143572,-0.439236287,-0.516332709,-0.613000081,-0.623334803,-0.658608121,-0.601452019,0.018252616,-0.650473252,-0.607872215,-0.652844917,-0.384485602,-0.641584137,-0.68772894,-0.515883514,-0.591560795,-0.557349672,,-0.590505335,-0.564785445,,-0.465120553,-0.665286455,,-0.824681933,-0.850698027
1-Monoacetin,-0.3416263,-0.31063193,-0.31766678,-0.31928996,-0.34679611,-0.35389714,-0.48816494,-0.36113938,-0.48827656,-0.26262731,-0.30255803,-0.31274924,-0.30565477,-0.27781067,-0.31569238,-0.32833709,-0.32231634,-0.27691549,-0.30636396,-0.30694838,-0.29593586,-0.33830547,-0.27917757,-0.48626636,-0.27501008,-0.26908774,-0.07592413,-0.19816699,0.2147433,-0.45682946,-0.13248357,-0.12521871,-0.30060585,-0.25689887,1.58033235,1.39263325,1.93450407,-0.47585805,,-0.47553167,-0.47194382,-0.47200281,-0.47786828,-0.48340047,-0.47956325,-0.31043845,-0.26077698,-0.23762475,-0.28605913,-0.17413882,-0.11015228,1.24047133,2.94362248,1.70046527,2.79144514,5.20164769,-0.15010213,-0.47729465,-0.47294187,-0.47031554,-0.47905515,-0.3117812,-0.3371108,-0.19970633,-0.28185688,-0.25090219,-0.21641616,-0.14261872,-0.22859975,-0.0136561,-0.28432993,3.12589238,1.58809458,0.73844054,1.4319917,2.96146993,3.49861117,2.28430357,-0.48020641,-0.47707181,-0.48267735,-0.48469234,-0.15553914,-0.10977141,-0.40721954,-0.03687095,-0.17520675,-0.28062396,-0.30245264,-0.48613406,-0.28827205,-0.294,-0.3045844,-0.28444286,-0.40945437,-0.49022879,-0.30459291,-0.26088584,-0.31214584,-0.48552123,-0.27960968,-0.30159676,-0.32175012,-0.32980618,-0.25766647,-0.30920994,-0.30935278,-0.22684638,-0.16970302,-0.4884652,-0.19597268,-0.26616832,-0.31804196,-0.21063892,-0.27615188,-0.36609674
1-Octadecanol,-0.43995053,-1.36280612,-0.3046274,-0.31634643,-0.14888083,-0.33587743,,-0.06146863,,-0.42985288,-0.12227988,0.41562739,0.21360863,0.49597574,-0.09933171,-0.40691272,0.83263226,0.2347444,0.24936675,-0.08039183,-0.17836712,-0.12869513,-0.08985412,,-0.20604535,-1.11092708,-0.48883414,-1.07562141,-1.15053612,-0.79981711,-0.30888926,-0.89095308,-1.41513648,-0.71336043,-0.93226678,-0.78320078,-0.96692364,,-0.61952317,,,,,,,-1.11352192,-0.93350885,-0.98169245,-1.40711606,-0.47848382,-0.59448617,-0.52746741,-1.39547338,-0.97013442,-0.92894447,-1.12685234,1.35685012,,,,,-1.31006415,-0.94721853,-0.91385483,-1.27019098,-0.67539024,-0.8265187,-1.14837452,-1.30308158,-1.06634852,-1.42168411,-1.08781939,-0.56813046,0.75807583,-0.46495211,-0.01663384,-0.97619996,-1.0761983,,,,,0.78337687,1.56075679,0.38513184,1.91786995,1.48293912,0.85684956,0.16076486,,0.48639302,0.28432842,-0.01264235,0.44792986,-0.27473933,,-0.02844448,0.24870656,-0.08264751,,0.27198729,0.3630427,-0.12172526,0.07147056,1.2802157,-1.38318478,0.8312105,1.01711711,0.9965017,,1.00547739,1.14185487,-0.05405859,0.62040158,0.74379535,-0.34550234
"1-Octanol, 2-butyl-",1.316345802,,0.654234292,0.149820604,1.235995785,-0.09735465,0.035547299,1.378418735,1.391822034,2.843317919,0.276229328,2.478843477,0.881224564,-0.360890411,-0.374103475,0.405385661,-0.432802607,-0.593314276,0.003425689,-0.085657676,-0.652339982,-0.112257989,0.447042132,-0.409823026,2.286787936,-1.057545332,-0.455994172,-0.025012311,-0.475889965,-1.116645752,0.365665151,-1.121781153,,-0.409330311,-0.912305997,-0.960122456,-1.025614274,0.677420128,-0.593464095,1.144064853,-0.551085124,-0.282483663,0.167715273,0.151413809,-0.893258458,-0.159165464,-0.883688282,-1.125033455,,-1.127405363,-0.578700266,-0.479415867,,-0.920447649,-0.478846535,-0.223876239,-0.340148475,0.662460164,-0.789031254,1.208526483,1.01920188,-0.983666843,-0.713811042,-0.349337969,-1.130892871,-0.656719343,-1.130178671,-1.128548669,-1.013378036,-1.087048978,,-0.451095194,-0.295519425,-0.410438295,-0.860838914,-0.719122615,-0.641093318,-0.873962596,1.306756081,0.876276208,2.371207128,0.048957021,2.839722738,2.823607873,-0.323712544,3.980781333,0.834483562,0.977590306,1.115892651,,1.272084427,0.586015296,0.181983137,1.562573584,-0.845748914,0.100731807,0.322783499,0.014409553,0.7329065,,1.150294964,-0.056771587,-0.759760338,-0.342669009,-0.568295141,,-0.942061279,-0.802213395,0.041092065,-0.053343664,-0.783046446,-0.551916808,-0.806093715,-0.504940282,0.75686392,-0.484935734
1-Octanol,-0.919219538,-0.918149542,0.27710343,-0.867651377,-0.894882671,-0.920095455,-0.075745193,-0.033424819,0.062646182,0.944062532,0.272957402,0.702365441,0.048531824,0.737835732,-0.253832397,-0.897522093,-0.81073463,0.658341547,-0.916875332,-0.819595346,-0.120247471,-0.895853202,-0.169546194,0.413718228,0.701346154,-0.515467152,-0.552592082,-0.472706723,-0.615491139,,-0.312463826,,-0.55696173,-0.571430511,-0.92190949,-0.877139168,-0.92120589,2.687380357,-0.383623437,-0.772456018,2.474039473,2.506920624,-0.914840687,1.316159584,1.536262824,-0.642163352,-0.599269745,,-0.489574203,,-0.489298571,-0.920378137,0.240126015,0.048962408,-0.11047634,-0.740936207,1.504936677,3.323237708,1.515243706,2.467098245,1.423915518,-0.75145208,-0.67362975,-0.703985127,,-0.635141154,,,-0.775496947,-0.63473588,-0.923571253,-0.228598582,0.356681419,0.418664379,0.008792415,0.997116498,-0.023033726,-0.098115473,2.542400216,2.540194035,2.280267684,1.384521164,0.462314661,0.981393538,0.551706836,1.166263794,-0.918607331,0.504115739,0.278637153,-0.918251877,-0.825865607,0.318654206,0.414436774,0.354235355,0.228545997,-0.8623507,-0.856173951,0.650001984,-0.875315649,-0.91799897,-0.919435352,-0.918877226,-0.298967136,-0.081756766,-0.919055608,-0.832890337,-0.920185107,-0.087120165,0.447085556,0.41072869,0.577012809,0.659143377,-0.868669301,-0.426587401,0.229473889,-0.068708088
"1-Octene, 2-methyl-",,,0.5514922686,0.8590291909,1.2796489897,,-0.2072034775,0.0345839232,0.1424932913,1.604797313,1.215196609,1.2309975458,0.9381400883,0.0808262032,-0.3614658949,0.1762222594,0.2885796947,0.700004751,,0.8576769211,1.1048057372,0.8360350325,2.3301725626,2.2113243602,2.5861194364,-0.4890009399,-0.6125703644,-0.540080296,-0.6651281497,-0.249701855,-0.3221605346,-0.7133155806,-0.6979774514,-0.5294785084,,-0.788832762,,0.1239380648,-1.045318829,0.3878931902,0.905272296,0.3509500808,,-1.0398882742,1.0311516465,-0.6634706429,-0.6363992056,-0.5718609418,-0.5541594628,-0.6740023967,-0.4535061036,,-1.0282415376,-1.0456577994,-1.0451823529,-1.0420797503,-1.0411510406,1.1886461602,0.6035531119,-1.0328936964,-0.2563292428,-0.7841865639,-0.8368463138,-0.7383329403,-0.9221835962,-0.6508151384,-0.7882868539,-0.7271258793,-0.8271951583,-0.6113957204,,-1.0462534295,-1.0453449401,-1.0448495758,-0.6127426662,-1.0007368062,-1.0220730527,-0.7764216269,-0.9155912065,-1.036505273,-0.4739813601,-0.8236492123,2.2635377604,2.972358547,2.030760045,3.3193045461,,0.0005446453,0.6844946011,,-1.0407249205,-0.9465195446,-0.0604563594,0.112394422,-0.683921399,0.1165975326,-0.367601662,0.7369227393,0.9943003282,,,,-0.3054021648,0.290130867,,1.5041469852,,0.8661615422,1.7595308232,-0.1739635586,1.9404998667,-1.0423590528,-0.2128234836,1.7435239645,-0.1059284859,-0.2386640972
"1-Pentene, 3,3-dimethyl-",-0.392127996,-0.390192087,-0.3915943,-0.391945406,-0.392368492,-0.393712761,-0.391893628,2.381288997,-0.391976966,-0.390958822,-0.392386678,-0.391705874,-0.392273198,-0.391184936,-0.392824911,2.342909961,2.405050187,-0.390754022,-0.387886703,-0.390149868,-0.390234789,-0.391191404,3.277350527,-0.390476022,-0.3895055,-0.396799436,-0.397936935,-0.397580552,0.320009844,-0.394920305,-0.395825967,-0.39671381,-0.398910543,-0.397714512,,0.301887076,,-0.382704529,,-0.382460828,-0.379781913,-0.379825958,-0.384205489,,-0.385471065,-0.398250973,-0.398513706,-0.397849655,-0.381766599,-0.398678029,-0.39715507,-0.394224208,-0.082198346,,,,,-0.383777182,-0.380527124,,-0.385091685,-0.182193361,-0.371101484,-0.240410871,-0.101972508,-0.398397562,-0.065669844,-0.0751486,-0.151761023,-0.398190183,-0.004001545,,,,0.94668023,-0.392001104,-0.01882728,0.064125787,-0.385951285,,-0.387796244,-0.389300763,-0.390446346,-0.388751745,-0.389489974,4.85218011,-0.39102035,-0.390580507,-0.391700067,3.004458873,,-0.390312099,2.975524293,2.928356156,-0.392778809,-0.393434626,-0.392203959,-0.390867233,2.691273109,,2.810511969,-0.391508662,-0.394007269,2.150105184,-0.391831402,-0.393587257,-0.393874966,-0.392868449,-0.390909754,-0.392117815,3.077589165,,-0.393728067,-0.39242529,-0.389472507,-0.39556565
1-Phenethylamine,,,,,,,,-0.419333337,,,,,,,,-0.420420769,-0.417528606,,,,,,-0.410187025,,,-0.160390144,,,-0.332690837,,,,,,2.02645009,0.969993266,1.795920263,,,,,,,,,-0.43818446,,,0.108358351,,,,2.490143503,1.729854081,2.03463157,,,,,,,-0.092478612,0.13934777,-0.345319907,-0.267661643,,-0.324013662,-0.338775867,-0.227208701,,-0.221920899,1.279024513,,1.869117094,1.886810736,,4.012641042,3.427713074,,,,,,,,-0.425271521,,,,-0.43731991,,,-0.437372788,-0.437427499,,,,,-0.427272782,-0.437269667,-0.43755502,,,-0.426630101,,,,,,,-0.424919368,,,,,
"1-Phenyl-1,2-ethanediol",1.1058603,0.2884059,0.17499612,0.27559099,1.6288106,0.22783742,1.10745425,0.46927292,-0.28051986,,,1.19962167,-0.09531533,1.30407695,,0.5448429,0.47774188,0.39536934,,1.53359141,-0.15180714,,1.9523262,1.26203477,2.15193354,-0.82659214,,-0.7903296,-0.89526015,0.07725814,-0.11606023,-0.78736373,-0.90581643,-0.35430911,-1.06661971,-1.06649617,-1.06119525,,-1.06204639,,-0.99327263,-0.5016743,-0.52591955,,,-0.85300022,-0.50960921,-0.76955391,-0.83170131,-0.53788297,-0.33829145,-1.05481362,-1.06082348,-1.06406394,-1.06123408,-1.0427674,-1.03723972,-1.01029712,,-0.98809202,,-0.90510769,-0.55866311,-0.67566479,-0.97991439,-0.49391357,-0.78365104,-0.86000165,-0.93750208,-0.87264395,-0.72201036,-1.06760913,-1.0622018,-1.05925339,-1.06530457,-0.71609406,-1.06834379,-1.06894659,,,-0.69171383,,1.79050346,2.08845566,,0.43256218,,1.89345189,,,,0.94794772,,,1.35602621,,-0.10231341,,1.41853803,,,1.64248157,,1.14964038,1.46134223,0.19592143,0.73517654,,,,0.30180375,1.33901664,,,1.84046159,-0.38760419
1-Phenylethanol,-0.27723758,-0.2772237,-0.27723375,2.8724955,5.16306485,-0.27724894,-0.2772359,-0.27724547,-0.27723649,1.26451987,1.90357883,-0.27723455,2.07796327,-0.27723082,-0.27724257,6.12268708,-0.27724455,-0.27722773,-0.27720717,-0.2772234,-0.277224,-0.27723086,-0.27722158,-0.27722573,-0.27721878,-0.27727106,-0.18159204,-0.27727666,-0.27728503,-0.27725759,-0.27726408,-0.27727045,-0.14720266,-0.27727762,,,,-0.27717002,,,,-0.27714939,-0.27718078,-0.27721039,-0.27718986,-0.27728147,-0.27728335,-0.27727859,-0.11222644,-0.27728453,-0.27727361,,,,,,,,-0.27715442,,,-0.04321515,-0.27728649,-0.27728777,-0.27729326,-0.27728252,0.03803807,-0.27728739,0.08620394,-0.27728103,0.12322647,,,,,-0.27670145,,,,-0.27717652,-0.27720652,-0.27721731,-0.27722552,1.86748711,-0.27721867,2.21683663,-0.27722964,5.34283673,-0.27723451,-0.27722503,-0.27721877,-0.27722456,-0.27722848,-0.27723205,-0.27724224,-0.27724694,-0.27723812,-0.27722854,-0.2772427,-0.27722175,-0.27724037,-0.27723314,-0.27725105,-0.27725137,-0.27723545,-0.27724804,-0.2772501,-0.27724288,-0.27722884,-0.2772375,-0.27723365,-0.27723513,-0.27724905,-0.27723971,-0.27721854,-0.27726222
"1-Piperazineethanol, 4-dibenzo[b,f][1,4]thiazepin-11-yl-",,,,0.28156743,0.33831136,,,,,0.5014132,0.10112349,,0.20163929,,,-0.05209489,,,,,,,,,,-0.77911848,-0.7858589,,,,,,-0.65691273,,-0.78027634,,,,,,,,,,,-0.78771978,,,-0.28387052,,,,-0.77221601,,,-0.74710691,,,,,,-0.40336652,,,,,-0.28195349,,-0.48801206,,-0.3631102,,,,,3.47208742,-0.78267388,-0.78351215,,,,,,2.15645974,,2.6167756,,0.59457659,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1-Propanamine, N,N-diethyl- ",-0.108169122,0.16953621,-0.050685273,-0.117447944,-0.115075174,-0.439052159,-0.069614286,-0.311210248,-0.066870328,0.282811823,-0.02587171,0.117318287,-0.136222881,0.12026065,-0.02904588,-0.19928349,-0.204383908,0.11112452,0.187122786,-0.043494855,0.070891893,-0.104254554,0.19308562,0.141251715,0.296801425,-0.928386672,,,-1.186501173,,,,-1.234031025,-1.017850359,,,,,-0.687824122,,,,,,1.322598458,-1.150891326,,-1.017521651,-1.013342187,-1.18461395,,,,,,,,,2.132635107,,,-1.372210323,,-1.275184956,-1.421987716,,-1.380118589,-1.286935836,-1.410003943,-1.11844553,-1.419851781,-0.849041562,,,,0.167906546,,,,,,1.057951486,0.761779299,1.14660163,0.515526378,1.661137631,0.647044417,0.174452992,0.129056219,,0.443766287,0.34844124,0.119560224,0.023342045,,-0.325229599,-0.118007393,0.182289203,-0.172909952,0.440239767,,0.151699309,-0.274743543,-0.318044604,0.260728255,-0.143400586,-0.277011758,,0.641723408,0.030576748,0.641225467,0.201808858,-0.201396333,0.379011633,0.531389654,-0.601226795
1-Tetradecanol,-0.297346396,-0.291601254,-0.295762562,-0.29680453,-0.298060108,-0.302049459,-0.296650869,-0.300613643,-0.296898188,-0.293876672,-0.298114079,-0.296093677,-0.297777307,-0.294547702,-0.299414609,-0.300624539,-0.300232297,-0.293268893,-0.284759631,-0.29147596,-0.291727979,2.747680452,-0.290724821,2.554842534,-0.289563687,-0.163134587,-0.200548888,-0.03945287,-0.138022423,-0.007782374,-0.238310966,-0.168919897,-0.196387014,-0.194954411,0.222480328,-0.311703537,0.356952371,-0.269380637,-0.308604502,-0.268657415,-0.260707273,-0.260837985,-0.273834995,-0.286093512,-0.277590808,-0.168216662,-0.122833422,-0.188202276,-0.144224239,-0.213705894,-0.088303867,-0.303567265,-0.307752812,-0.310009619,-0.308038775,-0.295177722,-0.291327991,-0.27256392,-0.262918813,-0.257099261,-0.276464933,-0.295249436,-0.232060585,-0.279296126,-0.260867202,-0.315952408,-0.286976154,-0.192143285,-0.263289805,-0.208361798,-0.245881287,-0.216852098,-0.308712739,-0.306659332,-0.310873649,-0.296969821,-0.312990303,-0.313410124,-0.279015945,-0.272070137,-0.284491178,0.253159903,-0.292355811,4.003429542,-0.289517612,-0.279899763,-0.294059267,-0.292753957,0.421629871,4.414003414,3.090148406,-0.291957409,-0.293579908,-0.295058611,-0.299277795,-0.301224046,-0.297571828,-0.293604865,-0.299469135,-0.290792788,-0.298505165,-0.295508415,-0.30292346,-0.303058264,-0.296466203,-0.301677003,-0.302530829,-0.299543818,-0.293731054,3.007396981,-0.295721619,3.484933929,6.342151104,-0.298228665,3.096879136,-0.175460334
"1,1'-Biphenyl, 3,4-diethyl-",,,,,,,,,,,,,,,,,,,,,,-0.52754064,,-0.5261721,,-0.27620219,-0.36567847,-0.40488502,-0.37181791,-0.32018992,-0.16174847,-0.31288848,-0.42000701,-0.42105201,0.4408339,,-0.52767868,,,,,,,,,-0.37140975,-0.2437875,-0.36508759,-0.27681467,-0.36036167,-0.31179096,,,,,,,,,,,-0.38546882,-0.3675826,-0.40920944,-0.43116611,,-0.4413519,-0.33263977,-0.42222308,-0.2996448,-0.43766809,0.85663812,,,,,,,,,,1.01475115,,-0.50636359,,,,,-0.52755614,-0.51091816,-0.51691017,,,,,,,,,,,,,,,,,,,-0.52756887,,-0.5275588,-0.52761793,,-0.52748827,-0.52767392
"1,2-Benzenedicarboxylic acid",1.60187462,2.08119415,1.08959493,1.19969809,,1.54510684,,,1.56726933,1.58682201,,1.26674858,0.73338844,1.42610872,0.90111238,,0.6712718,,,1.31346352,,,1.75562175,1.73898867,1.89041185,-0.55599798,-0.3188622,-0.61144008,-0.61638412,-0.09037847,-0.04487259,-0.5282807,-0.6475556,-0.34993767,-0.80760401,-0.80761355,,-0.80755492,-0.80755019,-0.80751801,-0.80750485,-0.80746468,-0.80750393,-0.80754439,-0.80753412,-0.62699103,-0.34038682,-0.60452984,-0.53108736,-0.40440702,-0.23379376,-0.80754882,-0.80617384,-0.80759184,-0.80756449,-0.80749612,-0.8075835,-0.80755611,-0.80753182,-0.80746372,-0.80749958,-0.6595455,-0.50201907,-0.52099112,-0.69021286,-0.3917138,-0.58695387,-0.63490985,-0.70199281,-0.62430618,-0.5806712,-0.80761507,-0.80754988,-0.80750353,,-0.80744611,-0.807577,,-0.8075729,-0.80753233,-0.80754786,-0.80656301,1.7938682,1.9970378,,,1.50027011,,,0.88268919,0.91121557,1.30302623,,,0.85554595,,0.97104501,,-0.80767691,0.93949171,-0.80767647,,,,,,-0.8076783,1.68166036,,,,,,,,
