Unnamed: 0_level_0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140
NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(2S,3R)-3-[(4E,7E)-Nona-4,7-dienoyl]-N,N-bis(trimethylsilyl)oxirane-2-carboxamide ",15.840698976851684,16.570577134882235,19.463450254202677,0.0,17.35380938465597,17.393982252473037,17.398075972056727,18.39338530920235,14.926571140750784,13.487509306303155,0.0,15.828347487215664,14.749743190247004,20.231660568900125,19.12262781431212,17.170821599369447,17.282656926432708,0.0,0.0,0.0,17.273920232762148,0.0,14.528479753293544,15.434159060146817,0.0,0.0,16.52343339383938,0.0,17.45109151373588,0.0,0.0,0.0,16.682379189963736,0.0,10.082025640731674,0.0,0.0,10.395070216581402,0.0,11.78883808069001,10.880715962357922,4.753246833444742,0.0,0.0,0.0,0.0,0.0,0.0,11.615705030326481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.486885061419315,20.653051548328186,19.970735459699146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.692305246092847,19.80845167999069,20.731897509373425,21.589494557907805,0.0,0.0,0.0,0.0,0.0,0.0,19.652264340374725,19.35384120644349,19.317775626924885,19.0295095100457,19.29385817094776,17.88195775565721,16.796813292930242,0.0,0.0,0.0,0.0,0.0,0.0
(6S)-5-Methyltetrahydrofolic acid,0.0,0.0,0.0,0.0,0.0,10.66835865639182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.168073167582282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.41455100290715,0.0,0.0,0.0,0.0,0.0,10.899122556584075,0.0,0.0,0.0,0.0,0.0,11.938295817976833,0.0,0.0,12.19703407807809,12.044532036598365,0.0,0.0,0.0,12.798587175727068,0.0,11.987083367388827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.322032744285957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.510322862010376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.116637223602833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.240110455060138,0.0,5.646666798208949,0.0,0.0,0.0,0.0,0.0,0.0
"(7a-Isopropenyl-4,5-dimethyloctahydroinden-4-yl)methanol",13.432358739827038,14.111046760271838,15.374536380292165,14.69427847586201,14.215723892434923,15.223626896870542,13.943873278212603,14.311953517679175,14.191369779367864,13.40677767729071,0.0,14.467437741696589,0.0,13.740879035798306,12.817356193523317,15.64564476523997,13.528043684036941,14.584525995374484,14.350828575289624,13.863539705944927,14.420152150795971,14.850740357854066,14.101052346908329,14.987000181301163,15.116920955943126,0.0,14.221508169612086,14.283109659683523,15.101620247422849,14.927914112779447,14.442917673241954,14.558856752887879,14.206125012020209,15.331371730336624,0.0,0.0,0.0,0.0,0.0,14.834239650807774,0.0,14.553686433385126,0.0,14.606892794401116,0.0,14.853219569308495,0.0,0.0,0.0,0.0,0.0,0.0,5.761781827655958,15.173480050680116,0.0,15.048468249060019,14.30517274047855,15.341323104463841,14.947602144312576,15.802671196538531,16.000727079134418,14.96704025808337,15.153663605648642,15.039194138562364,15.765838453319065,16.072807704540615,15.151838931100869,16.106424730214034,15.177707554794232,15.4293812499628,15.508195501461179,15.689926688609141,14.700793720840112,16.29512557511601,14.869364786717387,15.53109785198981,14.853686215704242,15.387610696018639,15.321574226275777,0.0,15.91658502715237,15.594758429110135,15.011831620387547,14.652232400102019,15.895667335000285,14.457785699239814,14.956273855371297,14.721757390349996,16.046654651666362,15.512136076789584,16.127368626243776,15.431507518429802,15.314277867479074,14.836797176492562,15.540468798002667,15.49483931990858,15.940287749012297,14.488640282228623,15.912944672987432,0.0,14.779476172843392,15.790832259708948,14.516386388898479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.493483228663465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.306051640310967,0.0,0.0,14.88199954574427,0.0,14.968977848494822,14.460100897094124,0.0,0.0,0.0,0.0,0.0,0.0
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl-",26.295677077294588,26.360580052581447,26.37402774943422,26.34374756883739,26.33045008553111,26.19395115431587,26.361786790722263,26.413170127142976,26.246708610577127,26.267832954555733,26.43394454815896,26.273535624176162,26.259009284849743,26.38012127633154,26.31671277851616,26.25761277109105,26.4092898362563,26.379837250807967,26.39510610874187,26.37018894087851,26.345720555502126,26.28241004940312,26.335388777095673,26.324758142952273,26.371451028284767,26.363292912072477,26.344130407805423,26.448710623093667,26.260902248347016,26.392979386732037,26.333527031713352,26.359103766736357,26.31272272293593,26.41114157746611,25.66947594738349,25.698761565603803,25.716995275328973,0.0,25.785878977199907,25.762048729228088,25.87975710279962,25.8333029942021,25.840841860516864,25.856679817943355,25.67942914363058,23.439713407178676,25.938559686035347,25.799531156354554,25.855415719569773,25.858205129994094,26.04105233848548,25.8819175332991,25.87673197782,25.947878182233026,25.827587818735054,25.83209958046181,25.974386917354163,26.78783160634016,26.73031922356412,26.910038196543788,26.684360039289935,26.724206857550428,26.598446392437765,26.589091135468845,26.048505550023755,26.068280393056313,26.271394595758853,26.014873022795626,26.169277711898157,26.64372337228073,26.811982913945247,26.499226645850953,26.377801430095438,26.593349541276226,26.512640728654628,26.614965719760818,26.891975677672075,26.68110922911287,26.498804233616617,26.875701076660793,26.52461189970101,26.486631722001878,26.495696513705695,26.51067823098215,26.751181435462566,26.421127763149073,26.52477654952693,26.529670641331244,26.680545977155525,26.60680158484029,26.534724260558487,26.71428990635544,26.20037865565718,26.02112327870094,26.726934359255726,26.183319747571264,26.66165091601788,26.47600952050433,26.17804275270145,26.368891760162715,26.484228352912496,26.417525891152273,26.65646767644412,0.0,26.05727412780447,26.22045665552725,26.34267354129812,26.37249427164238,26.026914634208783,26.339544152198457,26.316609736224898,26.266258612763195,26.194253965371104,26.189185840450513,26.232928394415524,26.379227412520112,26.196128889105676,26.584184480380383,26.14545650063823,26.22116786678442,26.250926998537523,26.61338478673597,26.742415501256932,26.587181732841586,26.38541662131639,26.367944984022774,26.113118091176652,26.256689478824796,26.770689857604744,26.46461438740415,26.921123925281837,26.38093441098392,26.822424912989668,26.63806213370719,26.290078199528196,26.64282247626269,26.466369734600875,26.967923302653844,26.419698779112995,26.491480616179917
(CH3)2C=NC2H558,17.790503501388944,18.081375359347394,18.203437200728224,18.42924729549779,18.055364043470156,18.254644621249458,18.154238251487342,18.33080965734457,18.244697913064346,17.960538013856798,18.1645367448097,18.21849497587442,18.21991619333764,17.903056964046097,18.24628964871614,18.30690167884797,0.0,18.244782272515206,18.025233126307818,18.190793567754895,17.679894853192714,17.89014988612386,18.03282343214449,18.265321762319612,18.035310938100693,18.08550237722007,18.114668748930857,18.36804869368406,18.175221085035005,18.17545033611425,18.00932891754808,18.103858835096677,18.19048230078778,18.56294353149741,17.942998786068955,18.17832898571422,18.171094017003067,18.175359629780754,18.20473377990991,18.16546846023131,18.18878233719834,18.25248284816108,18.22487022804284,18.28857724795762,18.181727758461946,18.26176894392964,18.288409483025944,18.23464311799684,18.276927353230533,18.392363356353172,18.244834010525196,18.413790477928185,18.355633145080052,18.269970661946047,18.302907614716855,18.360157563065613,18.407078635106586,18.327387086950882,18.358253281559602,18.350497585430613,18.450612901460726,18.32817980414117,18.26675357626615,18.30614991266846,18.38678971345323,18.473739353700218,18.20236473213859,18.479414955575194,18.490997790757174,18.205202297931358,18.3524384751301,18.19211220028418,18.326756208379003,18.285417720792815,18.311633010160698,18.291894119433756,18.31964673148442,18.324405085552264,18.30932395305957,18.386490334219356,18.33933228514619,18.380154660164475,18.25474685743729,18.338593324645323,18.450186491116686,18.36046017531905,18.351186653838518,18.393310939105618,18.282321531994935,18.263312665102823,18.375632872959777,18.348166233263093,18.52694413712037,18.46618427370792,18.365054305455722,18.507913823545326,18.362435952798254,18.294981682777063,18.64063736328015,18.23398177975363,18.300169989098134,17.699583512732666,17.576537110500603,17.625347042818877,17.556924131502935,17.462554193198905,17.385167078862544,17.42090045966301,17.507045666775426,17.461138101738126,17.75286810760085,17.55150374831083,17.624876491233547,17.513355529468395,17.509598094106572,17.542161086159453,17.555356294509206,17.609223177120626,17.708889784796927,17.59762709477806,17.735323534950847,17.692643338648736,17.639074431313386,17.835257867922795,17.423517420119197,17.435383542219295,17.51887791391353,17.669394204218737,17.898145528302198,17.90772435387674,17.84645262240996,17.722426557991856,17.893912626361825,17.84500954023355,17.647937442389605,17.64505627995519,17.57815045409353,17.933103440620286,17.557378425531112,17.723228493260045
(pm)-alpha-Tocopherol acetate,12.834962175992946,14.12423107076249,14.185676461464592,13.710875982233311,12.587198824965558,14.416692399379606,13.161579200449873,13.693317863252233,14.5637762468038,12.426529266307007,13.415897755218827,0.0,0.0,13.488567302582247,14.037519646650665,14.566020398884028,13.066018532165907,14.03947032822383,14.378623064892555,13.235106243223179,12.915696971485408,0.0,15.396632480620596,14.991187693452224,12.86135006679876,14.111001061877525,12.879980048934526,13.547944165340414,14.48913997578267,14.816266314465315,0.0,13.047519016507504,13.284349986131504,14.576236202223516,0.0,1.3100280012036667,0.0,0.0,0.0,0.0,0.0,1.805356816813824,0.0,0.0,0.0,1.5663605372823144,3.138708003280499,0.0,0.0,0.5932182430386955,0.0,0.0,0.0,0.015719528798070065,0.0,0.0,0.0,0.0,0.0,0.02817877172033552,0.0,0.0,2.815961311591891,0.0,0.0,0.0,0.3532318066475967,1.7138318816070643,0.0,0.0,1.1143907571669787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9585530573376908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.678496486397778,15.726559119576327,16.392020360590468,0.0,11.052074618249582,0.0,0.0,0.0,0.0,8.10671404451753,0.0,0.0,0.0,0.0,0.0,0.0,15.303714835664307,17.608866550864207,0.0,0.0,0.0,15.941796962602188,15.570627362504613,0.0,0.0,0.0,16.89034999295626,0.0,16.095975796874935,16.708681942214223,16.443963638277122,14.076473119633,17.773113284830778,18.177163342058183,0.0,0.0,13.778855540396524,0.0,12.660427016876696
(pm)-N-Propylamphetamine,0.0,0.0,0.0,18.94230924242071,23.157949555091907,23.23306436029718,0.0,0.0,22.24205051617589,0.0,21.011495436826447,0.0,19.810528551023506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.72639816232575,20.383503321312975,0.0,0.0,20.625011931466435,0.0,0.0,19.22884381201291,0.0,0.0,0.0,19.255071146861873,19.94142663557635,0.0,19.92089445188772,19.87147321007495,0.0,0.0,19.592608000396385,0.0,19.994030916765468,20.005682475534904,0.0,20.470999032023748,20.367252030085332,0.0,0.0,20.691299367819116,0.0,0.0,20.88283233842605,0.0,0.0,19.884689119738788,0.0,19.748160575460002,0.0,0.0,0.0,0.0,0.0,20.4846003490463,20.434832839326727,20.479940188442296,20.4842242040291,20.573643080856286,0.0,20.548771253870544,21.00253722656999,0.0,20.273345137911516,20.19725036299821,20.03319482465077,20.203293991256796,0.0,20.52437793140355,0.0,20.674253411450238,0.0,20.30420500341445,20.550694243705117,20.117510483817245,20.810823129889876,20.176847014827942,20.26697722047048,0.0,20.115437417383543,22.300508886332647,22.554217763052144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.56252962543889,0.0,0.0,0.0,0.0,22.717309787843305,22.462734704976793,0.0,0.0,0.0,0.0,0.0,0.0
(pm)-Norketamine,29.370711225844023,28.653052800582383,28.957326488245272,28.601244362957026,28.366262184589406,28.7063224304177,28.47302659550884,28.526005595685564,29.506580226338315,28.566770947261357,28.433675583009695,29.748902225342732,30.158784389138926,28.851040322669675,29.03754369535363,29.271048149219304,28.82121705570485,29.547233623882853,29.210469169514734,28.771422000034214,28.813782003280668,29.241058980107912,29.404854203016743,29.23844357453507,30.551606218791772,28.901389076413857,29.050067540079674,29.434004158111964,28.390562084806454,29.284738787910626,29.389121336194254,29.42263352331742,28.781458157412963,29.444124385563352,28.8471710009306,28.93718843018728,28.29892874740647,29.049943371952693,29.408238231939585,28.77557237303538,28.986637128525466,28.577686327265162,29.617534048879744,29.69719971464063,29.606764824562216,29.153793217376027,29.634358537201567,29.51354423361909,29.437914035305056,29.356744620939427,29.226177492576976,29.338864012048145,28.985274702880165,28.760785539854016,29.357358008906754,29.247788477291614,29.639374053170243,28.691223585801666,28.942764236412174,28.644068652393603,28.773643911883518,29.122956181002547,27.974740758418122,28.271904538446798,30.284888825729684,0.0,28.85285568525068,0.0,0.0,28.13269717338166,29.44220054582643,29.678468067757304,29.457178811720425,29.745180439764763,29.273642701957975,30.292412814034616,29.58012909963785,29.809841705598306,29.798186797596337,30.201794483139253,29.820230578507037,28.83791117199447,30.09016823081094,29.949815792328927,29.782407030929672,29.16845401389388,29.513394806384415,28.86629150911688,30.067675622529602,28.63156482858971,29.633104490131085,29.180504271236998,30.670236370190036,30.43415828688368,28.74798045150357,0.0,28.696616598348626,29.441157805143586,0.0,29.79587958241259,29.83105155376463,29.951030301010974,30.417872316380222,29.561490259055997,27.58724842811,27.781512940722457,27.057611229464765,28.44560549848904,28.08258599548044,28.72568238865712,28.84017128901572,28.185655167561258,28.430869759397446,28.312132295253534,28.28561335697287,20.454500924427766,28.664975247767245,28.902514053428117,29.591214889910944,29.437270282511328,29.09354521460198,28.58816956394484,28.055411221741796,28.869230678715947,28.208177390174534,28.61551920061786,28.39765703799888,29.753188987834,29.377092496037907,29.11867296892545,29.302740928079974,29.02891562967523,29.63492101686018,30.50616486525208,28.7045988125661,28.606266747319577,29.184449139713088,29.280969311808775,29.20200123184446,29.143149573544868
(pm)-Phenylpropanolamine,25.736659379754038,26.092259434202756,24.95979676850752,24.23305106069648,25.994414328277255,25.46649512435839,25.36204516001963,25.013167046036745,0.0,26.01043796843563,26.551025364435898,25.371855153805647,25.119783160821434,0.0,26.091681566134934,26.428242153731617,26.028966718561534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.037123213914057,21.33363534149256,0.0,0.0,21.29913036118821,24.818770377446146,21.994433819638214,24.16417307507532,24.05698993776579,23.54390695431513,24.373373278843093,25.312744496639333,24.93616386065459,25.227307410690546,24.104588763294473,24.262068520420648,0.0,24.171154208836914,24.896597099896518,24.12297882064707,24.396870453119845,24.377402059767928,24.353548474128452,23.836800631253332,24.74848568793419,24.603667798009845,25.054014597297105,24.04725392489666,24.490533577764992,0.0,23.61836947211389,24.66890459644859,25.317698850950933,24.738604199139406,24.875953033257392,24.169659634740142,24.01127921880227,24.938846231205975,24.019148016249584,23.71948790529,24.809344428404334,0.0,25.14019765092882,24.74064502682077,25.616830859184105,25.198549839831596,25.19181641642049,24.067371017146748,24.97362416600184,24.25585496597987,0.0,25.250414742609223,0.0,24.66266885142446,25.079620695605698,24.648034921348255,24.85885089871333,24.588961191911913,0.0,24.717980166578656,25.551533108446115,24.951800560427845,24.81573783420016,24.511707033971174,24.201837072718053,0.0,24.423787673597445,24.705861303858033,25.10608260523111,24.292667838892182,25.28650585267427,0.0,24.391456690279096,0.0,22.522755389003414,24.244023865385778,24.81549766769495,25.20747039268032,25.246277139354888,25.343600376075624,25.038467288883233,24.227917341252862,24.56261685356598,25.28776649732325,25.411569243273117,24.944289007861062,24.723907998853708,24.941696926221688,24.79634349484734,23.23911132318599,23.06043065616217,24.649341787845394,22.130054111496495,25.8934541566793,25.390876214063322,24.217238630017913,24.021428415252192,23.66589549675998,24.09243856933973,23.92351029264984,25.240434567571818,23.257656643507676,0.0,23.816639323845802,22.295978181197484,24.261373995799108,25.541309923356135,25.621589195067866,26.013199121242256,24.98064359335873,25.697890583275072
